============== Resource: 纽约州 ==============
Label: 紐約州,		Frequency: 824
Label: 基辅州,		Frequency: 1
Label: 双硕士,		Frequency: 1
Label: 博根郡,		Frequency: 1
Label: 貨輪,		Frequency: 1
Label: Nordstrand,		Frequency: 1
Label: 内拉公园,		Frequency: 1
Label: 京士顿,		Frequency: 1
Label: 通用動力,		Frequency: 1
Label: 皮克林,		Frequency: 1
Label: 薩拉曼卡 (馬德里),		Frequency: 1
Label: 无线电工程师协会,		Frequency: 1
Label: 亞馬遜河,		Frequency: 1
Label: 蔡斯,		Frequency: 1
Label: 史提夫·卡爾,		Frequency: 1
Label: 長篇小說,		Frequency: 1
Label: 鳥取縣,		Frequency: 1
Label: 美国2000年人口普查,		Frequency: 1
Label: 麥迪遜花園廣場,		Frequency: 1
Label: 仰光,		Frequency: 1
Label: 托斯卡纳大区,		Frequency: 1
Label: 主龍類,		Frequency: 1
Label: 晶圓,		Frequency: 1
Label: 荷巴特,		Frequency: 1
Label: 仲裁,		Frequency: 1
Label: 華中,		Frequency: 1
Label: 阿利桑那州,		Frequency: 1
Label: 独立战争,		Frequency: 1
Label: 穆罕默德·卡扎菲,		Frequency: 1
Label: 霍华德·爱许曼,		Frequency: 1
Label: 墨西哥角黍,		Frequency: 1
Label: 音乐圣殿,		Frequency: 1
Label: 罗伯特·F·肯尼迪遇刺案,		Frequency: 1
Label: 福布斯杂志,		Frequency: 1
Label: 美國職棒,		Frequency: 1
Label: 沙特尔,		Frequency: 1
Label: 電子收費,		Frequency: 1
Label: 電視劇,		Frequency: 1
Label: 汤姆森－休斯顿电气公司,		Frequency: 1
Label: 淡水湖,		Frequency: 1
Label: 巴雷特,		Frequency: 1
Label: 弗隆特納克伯爵,		Frequency: 1
Label: Pella, Iowa,		Frequency: 1
Label: Rzeszow,		Frequency: 1
Label: 下曼哈頓,		Frequency: 1
Label: 彼得·沙姆林,		Frequency: 1
Label: 巴斯,		Frequency: 1
Label: 資訊,		Frequency: 1
Label: Holguin,		Frequency: 1
Label: 克里夫兰印地安人,		Frequency: 1
Label: 波啟浦夕,		Frequency: 1
Label: 鐵甲奇俠,		Frequency: 1
Label: 空中巴士A380,		Frequency: 1
Label: Alaska,		Frequency: 1
Label: 殺蟲劑,		Frequency: 1
Label: 自由中國,		Frequency: 1
Label: 牡蛎湾高校,		Frequency: 1
Label: 10月3日,		Frequency: 1
Label: 全球采购副总裁,		Frequency: 1
Label: 物种,		Frequency: 1
Label: 少尉,		Frequency: 1
Label: 巴塞隆納,		Frequency: 1
Label: 荷马,		Frequency: 1
Label: 母,		Frequency: 1
Label: 法律博士,		Frequency: 1
Label: Joseph Lieberman,		Frequency: 1
Label: 戴高樂,		Frequency: 1
Label: 装甲兵,		Frequency: 1
Label: 基督宗教,		Frequency: 1
Label: 美国在台协会,		Frequency: 1
Label: 棒球,		Frequency: 1
Label: 塞尔维亚,		Frequency: 1
Label: 神智學協會,		Frequency: 1
Label: 墨索里尼,		Frequency: 1
Label: 國立台灣戲曲學院,		Frequency: 1
Label: ESPN广播电台,		Frequency: 1
Label: 八打雁,		Frequency: 1
Label: 索米尔,		Frequency: 1
Label: 杨斯顿村,		Frequency: 1
Label: 茶葉法令,		Frequency: 1
Label: 立體主義,		Frequency: 1
Label: 薩克拉門托,		Frequency: 1
Label: 成田市,		Frequency: 1
Label: 埼玉西武獅,		Frequency: 1
Label: 石榴花,		Frequency: 1
Label: 威廉·帕特森,		Frequency: 1
Label: 克里斯多福·哥倫布,		Frequency: 1
Label: 越狱,		Frequency: 1
Label: 布里斯托尔 (缅因州),		Frequency: 1
Label: 康尼島,		Frequency: 1
Label: 汉学家,		Frequency: 1
Label: 瑞奇·卡森,		Frequency: 1
Label: 汶萊蘇丹,		Frequency: 1
Label: 電子,		Frequency: 1
Label: 克林顿·哈特·梅里厄姆,		Frequency: 1
Label: 禁酒,		Frequency: 1
Label: 新南威爾斯州,		Frequency: 1
Label: 电椅,		Frequency: 1
Label: 約翰城 (科羅拉多州),		Frequency: 1
Label: 阿拉巴馬,		Frequency: 1
Label: 西棕櫚灘,		Frequency: 1
Label: 約旦,		Frequency: 1
Label: 喬帕省,		Frequency: 1
Label: 紐洛雪鎮,		Frequency: 1
Label: Ted Demme,		Frequency: 1
Label: 共和黨員,		Frequency: 1
Label: 10月14日,		Frequency: 1
Label: 德克萨斯,		Frequency: 1
Label: 軍用機,		Frequency: 1
Label: 負債,		Frequency: 1
Label: 英屬賓夕法尼亞省,		Frequency: 1
Label: 1964年罗切斯特骚乱,		Frequency: 1
Label: 泰坦尼克号,		Frequency: 1
Label: 卫理宗,		Frequency: 1
Label: 俄亥俄 (新斯科舍省),		Frequency: 1
Label: 美國鋁業公司,		Frequency: 1
Label: 汽车展览,		Frequency: 1
Label: 無安打比賽,		Frequency: 1
Label: “昊理文律师事务所”,		Frequency: 1
Label: 舷號,		Frequency: 1
Label: 得分后卫,		Frequency: 1
Label: 纳撒尼尔·霍桑,		Frequency: 1
Label: 国际咨询公司,		Frequency: 1
Label: 吉姆·里奇,		Frequency: 1
Label: 奈亞克村,		Frequency: 1
Label: 蒙哥马利,		Frequency: 1
Label: 艾斐爾階,		Frequency: 1
Label: 薩克拉門托國王队,		Frequency: 1
Label: 通信卫星,		Frequency: 1
Label: 反种族隔离运动,		Frequency: 1
Label: George Pataki,		Frequency: 1
Label: 哈特福德,		Frequency: 1
Label: 聖巴巴拉教堂,		Frequency: 1
Label: 坏疽,		Frequency: 1
Label: 狙擊步槍,		Frequency: 1
Label: 醫藥,		Frequency: 1
Label: 出版,		Frequency: 1
Label: 三一教堂,		Frequency: 1
Label: 主力戰艦,		Frequency: 1
Label: 达文波特 (加利福尼亚州),		Frequency: 1
Label: 金瓶梅,		Frequency: 1
Label: 斯坦福桥球场,		Frequency: 1
Label: 選区,		Frequency: 1
Label: 安吉拉·戴维斯,		Frequency: 1
Label: 锡拉丘兹队,		Frequency: 1
Label: 武装部队产业学院,		Frequency: 1
Label: 金熊奖,		Frequency: 1
Label: 美國中西部,		Frequency: 1
Label: 美国往事,		Frequency: 1
Label: 基督科學教會中心,		Frequency: 1
Label: 95號州際公路,		Frequency: 1
Label: 駱家輝,		Frequency: 1
Label: NBA全明星赛,		Frequency: 1
Label: 動詞,		Frequency: 1
Label: 宜蘭縣,		Frequency: 1
Label: 吉隆坡,		Frequency: 1
Label: 10月10日,		Frequency: 1
Label: 1930年代,		Frequency: 1
Label: 阿基坦,		Frequency: 1
Label: 美国解放战争,		Frequency: 1
Label: 美国内战,		Frequency: 1
Label: 小孩,		Frequency: 1
Label: 新法蘭西,		Frequency: 1
Label: 国际法院,		Frequency: 1
Label: 副总裁,		Frequency: 1
Label: 伊利諾領地,		Frequency: 1
Label: Banes古巴,		Frequency: 1
Label: 康多莉扎·萊斯,		Frequency: 1
Label: 江蘇省,		Frequency: 1
Label: 錫耶納,		Frequency: 1
Label: 告士打道,		Frequency: 1
Label: 聖彼得堡,		Frequency: 1
Label: 丹佛(科羅拉多州),		Frequency: 1
Label: 美國國家航空暨太空總署,		Frequency: 1
Label: 更新世,		Frequency: 1
Label: 阿拉巴马,		Frequency: 1
Label: left|thumb|300px|'''各國法律認可同性戀現狀''' '''同性戀合法''' '''同性戀非法''' ,		Frequency: 1
Label: 天際線,		Frequency: 1
Label: 亞當·科尼利厄斯,		Frequency: 1
Label: 喬治‧史托維,		Frequency: 1
Label: 奈米,		Frequency: 1
Label: 五角大樓,		Frequency: 1
Label: 白原戰役,		Frequency: 1
Label: 哈肯薩克,		Frequency: 1
Label: 坦帕灣光芒 ,		Frequency: 1
Label: 美國副總統,		Frequency: 1
Label: MV-22B鶚式垂直起降機,		Frequency: 1
Label: 威廉·馮·洪堡,		Frequency: 1
Label: 勇士,		Frequency: 1
Label: 憲法黨,		Frequency: 1
Label: 電報,		Frequency: 1
Label: 康科德 (史泰登岛),		Frequency: 1
Label: 中间派,		Frequency: 1
Label: 旁遮普省,		Frequency: 1
Label: 美国摩擦学家和润滑工程师协会,		Frequency: 1
Label: 会津若松,		Frequency: 1
Label: District of Columbia,		Frequency: 1
Label: Matamoros,		Frequency: 1
Label: 美國航空,		Frequency: 1
Label: 布鲁克林篮网队,		Frequency: 1
Label: 史蒂夫·普兰,		Frequency: 1
Label: 凯尔弗特市,		Frequency: 1
Label: 熊山大橋,		Frequency: 1
Label: 驻韩美军,		Frequency: 1
Label: 辅音字母,		Frequency: 1
Label: 花旗球場,		Frequency: 1
Label: 纽约市立大学,		Frequency: 1
Label: 雨季,		Frequency: 1
Label: 园艺,		Frequency: 1
Label: 海洋,		Frequency: 1
Label: 最高奖,		Frequency: 1
Label: 首席技术官,		Frequency: 1
Label: 劉鑾鴻,		Frequency: 1
Label: 大腸杆菌,		Frequency: 1
Label: 社區,		Frequency: 1
Label: 克里斯提·馬修森,		Frequency: 1
Label: 詹姆斯·卡梅隆,		Frequency: 1
Label: 布拉德·奥斯默斯,		Frequency: 1
Label: 比爾·歐文斯,		Frequency: 1
Label: 華格姆戰役,		Frequency: 1
Label: 1906年,		Frequency: 1
Label: 唐紹儀,		Frequency: 1
Label: 世界银行,		Frequency: 1
Label: 沪江大学,		Frequency: 1
Label: 马萨诸塞州州长,		Frequency: 1
Label: 制憲會議,		Frequency: 1
Label: 工程師,		Frequency: 1
Label: 安大略美术馆,		Frequency: 1
Label: 社区,		Frequency: 1
Label: 美式足球,		Frequency: 1
Label: 休伦人,		Frequency: 1
Label: 1907年,		Frequency: 1
Label: 改革开放,		Frequency: 1
Label: 絨鴨,		Frequency: 1
Label: 亨內平縣,		Frequency: 1
Label: 海軍上將,		Frequency: 1
Label: “Keck, Mahin & Cate”,		Frequency: 1
Label: Lenape,		Frequency: 1
Label: 长岛县,		Frequency: 1
Label: 金門縣,		Frequency: 1
Label: 長島會戰,		Frequency: 1
Label: 灣仔,		Frequency: 1
Label: 莫里斯郡,		Frequency: 1
Label: 離家,		Frequency: 1
Label: 蘭伯特－聖路易斯國際機場,		Frequency: 1
Label: 泛美世博会,		Frequency: 1
Label: 賽艇,		Frequency: 1
Label: 柴郡,		Frequency: 1
Label: 杜威分類法,		Frequency: 1
Label: 生活,		Frequency: 1
Label: 感恩节,		Frequency: 1
Label: 紐約紐澤西港務局,		Frequency: 1
Label: 浸會學院,		Frequency: 1
Label: 美國州憲法,		Frequency: 1
Label: 西北领地,		Frequency: 1
Label: 比布利斯,		Frequency: 1
Label: Head Start,		Frequency: 1
Label: 平方千米,		Frequency: 1
Label: 10月17日,		Frequency: 1
Label: 达吉斯坦共和国,		Frequency: 1
Label: 20/20,		Frequency: 1
Label: 亨利·摩尔基金会,		Frequency: 1
Label: 埃德蒙·伦道夫,		Frequency: 1
Label: 中歐,		Frequency: 1
Label: 基因组,		Frequency: 1
Label: 密蘇里協議,		Frequency: 1
Label: 曼尼托巴枫,		Frequency: 1
Label: 作曲家,		Frequency: 1
Label: 庫拉索島,		Frequency: 1
Label: 疏林时代,		Frequency: 1
Label: 二次世界大战,		Frequency: 1
Label: 蘭德爾島,		Frequency: 1
Label: 波斯顿,		Frequency: 1
Label: 英屬南卡羅萊納省,		Frequency: 1
Label: 艾瑞克·马丁,		Frequency: 1
Label: 乌龟,		Frequency: 1
Label: 溫莎,		Frequency: 1
Label: 瑞萨,		Frequency: 1
Label: 哥倫比亞特區公共圖書館,		Frequency: 1
Label: 扬克斯,		Frequency: 1
Label: I-76東段,		Frequency: 1
Label: GE电力配送,		Frequency: 1
Label: 骚沙,		Frequency: 1
Label: 電腦輔助設計,		Frequency: 1
Label: 威廉·埃德加·博拉,		Frequency: 1
Label: 麥納特,		Frequency: 1
Label: 太子港,		Frequency: 1
Label: 卡尤加縣,		Frequency: 1
Label: 約翰·菲茨傑拉德·甘迺迪國際機場,		Frequency: 1
Label: 国家数学研究所,		Frequency: 1
Label: 私有化,		Frequency: 1
Label: 礁石,		Frequency: 1
Label: 通氣塔,		Frequency: 1
Label: 富人榜,		Frequency: 1
Label: 三浬島事件,		Frequency: 1
Label: 藏文,		Frequency: 1
Label: 科普利獎章,		Frequency: 1
Label: 懷俄明縣,		Frequency: 1
Label: 梅迪納縣,		Frequency: 1
Label: 克萊斯勒大廈,		Frequency: 1
Label: 纳尔逊,		Frequency: 1
Label: 廚師,		Frequency: 1
Label: 俄亥俄乡,		Frequency: 1
Label: 白教堂,		Frequency: 1
Label: 網路謠言,		Frequency: 1
Label: 安哥拉,		Frequency: 1
Label: 斯萊德山,		Frequency: 1
Label: 埃吉尔,		Frequency: 1
Label: 網際網路,		Frequency: 1
Label: I-88東段,		Frequency: 1
Label: 菲律賓,		Frequency: 1
Label: 美熹德,		Frequency: 1
Label: 教師,		Frequency: 1
Label: 莎拉劳伦斯学院,		Frequency: 1
Label: 诺尔维克,		Frequency: 1
Label: 美國協會,		Frequency: 1
Label: 托馬斯·傑斐遜,		Frequency: 1
Label: 西南領地,		Frequency: 1
Label: 迷途記,		Frequency: 1
Label: 臺北,		Frequency: 1
Label: 經國管理暨健康學院,		Frequency: 1
Label: 圖斯卡羅拉語,		Frequency: 1
Label: 席琳狄翁,		Frequency: 1
Label: 胡格诺派,		Frequency: 1
Label: 魔戒電影三部曲,		Frequency: 1
Label: 女主角,		Frequency: 1
Label: 神采飛揚,		Frequency: 1
Label: 四月起义,		Frequency: 1
Label: 美国消防协会,		Frequency: 1
Label: 保健,		Frequency: 1
Label: 鋼鐵人,		Frequency: 1
Label: 萨拉·罗斯福,		Frequency: 1
Label: 蒙大拿領地,		Frequency: 1
Label: 6月22日,		Frequency: 1
Label: 蓝色,		Frequency: 1
Label: Hip-hop,		Frequency: 1
Label: 爱奥尼柱子,		Frequency: 1
Label: 阿尔巴尼亚,		Frequency: 1
Label: 感化院,		Frequency: 1
Label: 省,		Frequency: 1
Label: 康科德 (马萨诸塞州),		Frequency: 1
Label: 工业工程,		Frequency: 1
Label: 哲學博士,		Frequency: 1
Label: 州际高速公路,		Frequency: 1
Label: 葉倩文,		Frequency: 1
Label: 槍擊案,		Frequency: 1
Label: 爆發大規模遊行,		Frequency: 1
Label: 80號州際公路,		Frequency: 1
Label: 柬埔寨,		Frequency: 1
Label: 英格兰超级联赛,		Frequency: 1
Label: 诺福克海军船厂,		Frequency: 1
Label: 乔治敦大学,		Frequency: 1
Label: 美国政治史,		Frequency: 1
Label: 阿根廷队,		Frequency: 1
Label: 中国同盟会,		Frequency: 1
Label: 2005年4月,		Frequency: 1
Label: 亞伯拉罕·林肯,		Frequency: 1
Label: 哲学博士,		Frequency: 1
Label: 6月20日,		Frequency: 1
Label: 杜威分类法,		Frequency: 1
Label: 現場直播,		Frequency: 1
Label: 美国财政部,		Frequency: 1
Label: 華夏技術學院,		Frequency: 1
Label: 美国联邦地区法院,		Frequency: 1
Label: 基督教兄弟大學,		Frequency: 1
Label: 蒙哥馬里,		Frequency: 1
Label: 美國國家銀行體系,		Frequency: 1
Label: 河南,		Frequency: 1
Label: 老布什,		Frequency: 1
Label: 環形山,		Frequency: 1
Label: 詹姆斯·肯特,		Frequency: 1
Label: 同性,		Frequency: 1
Label: 美国印第安人,		Frequency: 1
Label: 塔斯馬尼亞州,		Frequency: 1
Label: 特里布万国际机场,		Frequency: 1
Label: 丹尼斯·库辛尼奇,		Frequency: 1
Label: 小圆蛤,		Frequency: 1
Label: 11P/坦普爾-斯威夫特-林尼爾彗星,		Frequency: 1
Label: 視覺神經,		Frequency: 1
Label: 國際奧林匹克委員會,		Frequency: 1
Label: IBM研究中心,		Frequency: 1
Label: 布魯克林高地,		Frequency: 1
Label: 馬術,		Frequency: 1
Label: 1861和平會議,		Frequency: 1
Label: 約翰遜城,		Frequency: 1
Label: 无政府主义者,		Frequency: 1
Label: 哈姆顿市,		Frequency: 1
Label: 克罗斯湾大道,		Frequency: 1
Label: 湯瑪斯·華森,		Frequency: 1
Label: 2011年新加坡大選,		Frequency: 1
Label: 紐約州第16國會選區,		Frequency: 1
Label: 喜來登酒店,		Frequency: 1
Label: 艾滋病,		Frequency: 1
Label: 新石器時代,		Frequency: 1
Label: 联邦调查局,		Frequency: 1
Label: 西雅图水手,		Frequency: 1
Label: 依利諾州,		Frequency: 1
Label: 伊利鐵路公司,		Frequency: 1
Label: 伊士曼柯達公司,		Frequency: 1
Label: 統一商業法,		Frequency: 1
Label: 哥伦比亚大学法学院,		Frequency: 1
Label: 天主教水牛城教区,		Frequency: 1
Label: 詹姆斯·门罗,		Frequency: 1
Label: 美國聯邦最高法院,		Frequency: 1
Label: 中華人民共和國國務院,		Frequency: 1
Label: 詹姆斯·波特,		Frequency: 1
Label: 亨斯維爾,		Frequency: 1
Label: 麦迪逊广场花园,		Frequency: 1
Label: 薯條,		Frequency: 1
Label: 奇瓦瓦州,		Frequency: 1
Label: 法人,		Frequency: 1
Label: 汉密尔顿镇,		Frequency: 1
Label: 拉链门,		Frequency: 1
Label: 6月25日,		Frequency: 1
Label: 奧爾巴尼預科學院,		Frequency: 1
Label: 图书馆系统,		Frequency: 1
Label: 水手,		Frequency: 1
Label: 化物语,		Frequency: 1
Label: 舞蹈課,		Frequency: 1
Label: 1689年,		Frequency: 1
Label: 夏令營,		Frequency: 1
Label: 无神论者,		Frequency: 1
Label: 美国驻香港总领事馆,		Frequency: 1
Label: 美國東岸,		Frequency: 1
Label: 诺福克号,		Frequency: 1
Label: 奇瓦瓦市,		Frequency: 1
Label: MTV音樂錄影帶大獎,		Frequency: 1
Label: 1822年,		Frequency: 1
Label: 罗伯塔·奥尔登,		Frequency: 1
Label: 印第安那大学,		Frequency: 1
Label: 尼克遜,		Frequency: 1
Label: 图里弗斯,		Frequency: 1
Label: 柯第奇爾族,		Frequency: 1
Label: 第10山地師,		Frequency: 1
Label: 瘾,		Frequency: 1
Label: Slab serif,		Frequency: 1
Label: List of villages in New York,		Frequency: 1
Label: 艾美獎,		Frequency: 1
Label: 基特峰国家天文台,		Frequency: 1
Label: 奮進號太空梭,		Frequency: 1
Label: 阿拉巴馬領地,		Frequency: 1
Label: 贝比鲁斯,		Frequency: 1
Label: 崔兰轩,		Frequency: 1
Label: 德国裔犹太人,		Frequency: 1
Label: 羅馬天主教會,		Frequency: 1
Label: 加里·佩顿 (篮球运动员),		Frequency: 1
Label: 觀音,		Frequency: 1
Label: 世界自然保護聯盟,		Frequency: 1
Label: 争取自由进军,		Frequency: 1
Label: 母港,		Frequency: 1
Label: 重述,		Frequency: 1
Label: 西雅图超音速,		Frequency: 1
Label: 亞拉岡,		Frequency: 1
Label: 1688年,		Frequency: 1
Label: 查理三世,		Frequency: 1
Label: 6月29日,		Frequency: 1
Label: 贊布羅河,		Frequency: 1
Label: 民主黨全國選舉委員會,		Frequency: 1
Label: 弗兰克·奥伦·洛登,		Frequency: 1
Label: 英屬特拉华殖民區,		Frequency: 1
Label: 維農山 (紐約州),		Frequency: 1
Label: 史賓塞·屈賽,		Frequency: 1
Label: 安那托利亞,		Frequency: 1
Label: 哥伦布实验舱,		Frequency: 1
Label: Potter Stewart,		Frequency: 1
Label: 阿尔斯特县,		Frequency: 1
Label: 變性,		Frequency: 1
Label: 南非警察部隊,		Frequency: 1
Label: 萨蒙·P·蔡斯,		Frequency: 1
Label: 小絨鴨,		Frequency: 1
Label: 全英音樂獎,		Frequency: 1
Label: 法蘭西共和國臨時政府,		Frequency: 1
Label: 斯特拉迪瓦里琴,		Frequency: 1
Label: 冰川,		Frequency: 1
Label: 士兵,		Frequency: 1
Label: 保险,		Frequency: 1
Label: 威權,		Frequency: 1
Label: 半導體,		Frequency: 1
Label: 琼瑶,		Frequency: 1
Label: 兽医院,		Frequency: 1
Label: 杨志,		Frequency: 1
Label: 紐芬蘭-拉布拉多,		Frequency: 1
Label: 1763年宣言,		Frequency: 1
Label: 羅格斯街隧道,		Frequency: 1
Label: 本寧頓,		Frequency: 1
Label: 马萨诸塞大学,		Frequency: 1
Label: 弗朗兹·艾德尔曼,		Frequency: 1
Label: 南極洲,		Frequency: 1
Label: 汉密尔顿·费时,		Frequency: 1
Label: 本土艦隊,		Frequency: 1
Label: 摩根大通,		Frequency: 1
Label: 濕潤大陸性氣候,		Frequency: 1
Label: 幻想電影節,		Frequency: 1
Label: 慕廸,		Frequency: 1
Label: 新兵,		Frequency: 1
Label: 檀香山,		Frequency: 1
Label: 扫描隧道显微镜,		Frequency: 1
Label: 馬丁·凡·勃倫,		Frequency: 1
Label: 奈亞鎮,		Frequency: 1
Label: 霍内尔,		Frequency: 1
Label: 消聲器,		Frequency: 1
Label: ABA,		Frequency: 1
Label: 天主教莫比尔总教区,		Frequency: 1
Label: 倫敦經濟及政治科學學院,		Frequency: 1
Label: 苏里南,		Frequency: 1
Label: 約翰遜藝術館,		Frequency: 1
Label: 食盐,		Frequency: 1
Label: 塞吉大厅,		Frequency: 1
Label: 男,		Frequency: 1
Label: 尤金·麦卡锡,		Frequency: 1
Label: 东部,		Frequency: 1
Label: 会计师,		Frequency: 1
Label: 法典,		Frequency: 1
Label: 小石城,		Frequency: 1
Label: 宾夕法尼亚车站,		Frequency: 1
Label: 一家子,		Frequency: 1
Label: 洛杉矶戏剧中心,		Frequency: 1
Label: 英特尔,		Frequency: 1
Label: NBA总决赛,		Frequency: 1
Label: 4月19日,		Frequency: 1
Label: 史料,		Frequency: 1
Label: 繼承危機,		Frequency: 1
Label: 政府,		Frequency: 1
Label: 蒙特維多,		Frequency: 1
Label: 怀特普莱恩斯 (肯塔基州),		Frequency: 1
Label: 白雪公主外傳,		Frequency: 1
Label: 抒情女高音,		Frequency: 1
Label: 張方正,		Frequency: 1
Label: 摩西斯‧弗利伍德‧華克,		Frequency: 1
Label: 威廉·休士頓,		Frequency: 1
Label: 薩拉曼卡 (智利),		Frequency: 1
Label: 大韓帝國,		Frequency: 1
Label: 斯特拉夫淺灘燈,		Frequency: 1
Label: 布法罗 (伊利诺伊州),		Frequency: 1
Label: 1860年美國總統選舉,		Frequency: 1
Label: 马来民族统一机构,		Frequency: 1
Label: 《时代》杂志,		Frequency: 1
Label: 人道主義,		Frequency: 1
Label: 約翰·里普雷·美爾斯,		Frequency: 1
Label: 美國西部,		Frequency: 1
Label: 專業兒童學校,		Frequency: 1
Label: 林肯号航空母舰,		Frequency: 1
Label: 4月17日,		Frequency: 1
Label: 马萨诸塞湾省,		Frequency: 1
Label: 夏洛特黄蜂,		Frequency: 1
Label: 西點,		Frequency: 1
Label: 留,		Frequency: 1
Label: 百慕大,		Frequency: 1
Label: 馬格達倫群島,		Frequency: 1
Label: 西安,		Frequency: 1
Label: David Brainerd,		Frequency: 1
Label: 山地师,		Frequency: 1
Label: 康寧市,		Frequency: 1
Label: “Rudnick & Wolfe”,		Frequency: 1
Label: 偏見,		Frequency: 1
Label: 拉姆安拉,		Frequency: 1
Label: 太平洋中央車站,		Frequency: 1
Label: 科蒂斯音乐学院,		Frequency: 1
Label: USA電視台,		Frequency: 1
Label: 洛克威半岛,		Frequency: 1
Label: 负责人,		Frequency: 1
Label: 复活节岛,		Frequency: 1
Label: 乔治·W·布什,		Frequency: 1
Label: 乡村音乐,		Frequency: 1
Label: 印第安納領地,		Frequency: 1
Label: 绘画,		Frequency: 1
Label: 宾夕法尼亚,		Frequency: 1
Label: 麻省,		Frequency: 1
Label: 紐約州州立大學,		Frequency: 1
Label: 聖安東尼奧級兩棲運輸船塢艦,		Frequency: 1
Label: Kansas,		Frequency: 1
Label: Kill Van Kull,		Frequency: 1
Label: 基督会,		Frequency: 1
Label: 北约,		Frequency: 1
Label: 环境保护,		Frequency: 1
Label: Al D'Amato,		Frequency: 1
Label: 方位,		Frequency: 1
Label: 麥特·夏普,		Frequency: 1
Label: 叶利钦,		Frequency: 1
Label: 特拉華河,		Frequency: 1
Label: 長堤,		Frequency: 1
Label: 約翰·沙利文,		Frequency: 1
Label: 企业家,		Frequency: 1
Label: 美国药剂师协会,		Frequency: 1
Label: 倫納德·伯恩斯坦,		Frequency: 1
Label: 卡尔·弗朗岑斯大学,		Frequency: 1
Label: 土罗学院,		Frequency: 1
Label: 俄國,		Frequency: 1
Label: 海登海姆,		Frequency: 1
Label: 亨利·阿諾德,		Frequency: 1
Label: Zhou Joe,		Frequency: 1
Label: 約翰·阿姆斯壯,		Frequency: 1
Label: 解剖學,		Frequency: 1
Label: 文學碩士,		Frequency: 1
Label: 无神论,		Frequency: 1
Label: 第78屆奧斯卡,		Frequency: 1
Label: 猫女,		Frequency: 1
Label: 美利堅合眾國,		Frequency: 1
Label: 潘塔立克石墓群,		Frequency: 1
Label: 结婚自由,		Frequency: 1
Label: 加斯佩半島,		Frequency: 1
Label: 21世纪,		Frequency: 1
Label: 奈梅亨,		Frequency: 1
Label: 奧克拉荷馬市,		Frequency: 1
Label: 动词,		Frequency: 1
Label: 加賀,		Frequency: 1
Label: 照明业务,		Frequency: 1
Label: 庇護七世,		Frequency: 1
Label: 保罗·史密斯学院,		Frequency: 1
Label: 保罗·萨本斯,		Frequency: 1
Label: 京斯敦,		Frequency: 1
Label: 辣椒,		Frequency: 1
Label: 松本市,		Frequency: 1
Label: 波特縣,		Frequency: 1
Label: 伺服,		Frequency: 1
Label: 终身教授,		Frequency: 1
Label: 布坎南,		Frequency: 1
Label: 琼,		Frequency: 1
Label: 萨克拉门托,		Frequency: 1
Label: 马丁·范布伦,		Frequency: 1
Label: 麻州收費公路,		Frequency: 1
Label: 托比·马圭尔,		Frequency: 1
Label: 硅谷,		Frequency: 1
Label: 倫敦經濟學院,		Frequency: 1
Label: 威廉·塔夫脱,		Frequency: 1
Label: 纽约洋基,		Frequency: 1
Label: 洛克斐勒家族,		Frequency: 1
Label: thumb|right|350px|紐約市內的五個行政區： '''[[曼哈頓| 1：曼哈頓 ,		Frequency: 1
Label: 德拉瓦,		Frequency: 1
Label: 都市化,		Frequency: 1
Label: 中央司令部,		Frequency: 1
Label: 薩拉曼卡 (瓜納華托州),		Frequency: 1
Label: AMD,		Frequency: 1
Label: 伊麗莎白二世,		Frequency: 1
Label: 义城郡,		Frequency: 1
Label: 洛多佩,		Frequency: 1
Label: 亞種,		Frequency: 1
Label: 新民主黨,		Frequency: 1
Label: 蔣介石,		Frequency: 1
Label: 新保守主義,		Frequency: 1
Label: 国际法庭,		Frequency: 1
Label: 乙醇汽油,		Frequency: 1
Label: 密歇根大學,		Frequency: 1
Label: 老兵,		Frequency: 1
Label: 紐約州運河系統,		Frequency: 1
Label: 白俄羅斯,		Frequency: 1
Label: 塞納-馬恩省,		Frequency: 1
Label: 奥兰治郡,		Frequency: 1
Label: 咸阳市市长列表,		Frequency: 1
Label: 御用大律师,		Frequency: 1
Label: 潘狄翁一世,		Frequency: 1
Label: 威廉·傑肯多夫,		Frequency: 1
Label: 薩拉納克湖,		Frequency: 1
Label: 王兆华,		Frequency: 1
Label: 利兹,		Frequency: 1
Label: 香料,		Frequency: 1
Label: 科克大学,		Frequency: 1
Label: 越南裔,		Frequency: 1
Label: 岚·拜亚斯,		Frequency: 1
Label: 聯邦州,		Frequency: 1
Label: 瀑布,		Frequency: 1
Label: 威斯康星,		Frequency: 1
Label: 快餐店,		Frequency: 1
Label: 沃特金斯格倫,		Frequency: 1
Label: 温州,		Frequency: 1
Label: 瘫痪,		Frequency: 1
Label: 1696年,		Frequency: 1
Label: 中南阿拉斯加,		Frequency: 1
Label: 脊髓灰质炎,		Frequency: 1
Label: 美国宪法,		Frequency: 1
Label: List of census-designated places in New York,		Frequency: 1
Label: 熊本縣,		Frequency: 1
Label: 巫哲棋,		Frequency: 1
Label: 武汉市,		Frequency: 1
Label: 空調,		Frequency: 1
Label: 本尼·汤普森,		Frequency: 1
Label: 25號紐約州州道,		Frequency: 1
Label: 娜塔莎·李察遜,		Frequency: 1
Label: 蘇黎世,		Frequency: 1
